flight_id,aircraft_id,origin,destination,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,status,delay_minutes,fare_usd
F576,B787,PNQ,BLR,2025-10-05T23:40:00,,2025-10-06T02:00:00,,cancelled,,0
F896,A320,HYD,GOI,2025-10-06T23:01:00,2025-10-06T23:07:00,2025-10-07T00:59:00,2025-10-07T01:26:00,completed,27,147
F482,B737,DEL,BLR,2025-10-05T11:54:00,2025-10-05T12:00:00,2025-10-05T14:06:00,2025-10-05T14:32:00,completed,26,174
F586,B737,HYD,CCU,2025-10-07T03:46:00,,2025-10-07T05:56:00,,cancelled,,0
F553,A321,MUM,BLR,2025-10-07T04:31:00,,2025-10-07T06:08:00,,cancelled,,0
F702,A350,DEL,CCU,2025-10-06T19:16:00,2025-10-06T19:21:00,2025-10-06T21:41:00,2025-10-06T22:05:00,completed,24,174
F959,A321,PNQ,HYD,2025-10-06T00:45:00,2025-10-06T00:54:00,2025-10-06T03:25:00,2025-10-06T03:44:00,completed,19,195
F823,A320,CCU,GOI,2025-10-06T16:05:00,2025-10-06T16:16:00,2025-10-06T17:48:00,2025-10-06T18:23:00,completed,35,133
F846,B777,HYD,MUM,2025-10-06T09:28:00,2025-10-06T09:49:00,2025-10-06T11:17:00,2025-10-06T11:25:00,completed,8,126
F692,A321,HYD,DEL,2025-10-05T11:31:00,,2025-10-05T13:09:00,,cancelled,,0
F583,A321,BLR,MUM,2025-10-06T00:33:00,2025-10-06T00:34:00,2025-10-06T03:30:00,2025-10-06T03:48:00,completed,18,192
F551,A350,PNQ,MUM,2025-10-05T17:29:00,2025-10-05T17:43:00,2025-10-05T19:13:00,2025-10-05T19:30:00,completed,17,138
F837,A320,PNQ,HYD,2025-10-05T17:01:00,,2025-10-05T19:10:00,,cancelled,,0
F500,A350,HYD,PNQ,2025-10-06T14:08:00,2025-10-06T14:09:00,2025-10-06T16:51:00,2025-10-06T17:02:00,completed,11,184
F399,B737,HYD,CCU,2025-10-05T10:09:00,2025-10-05T10:33:00,2025-10-05T13:00:00,2025-10-05T13:05:00,completed,5,199
F733,B737,GOI,DEL,2025-10-07T00:35:00,2025-10-07T00:49:00,2025-10-07T03:18:00,2025-10-07T03:45:00,completed,27,173
F964,A350,CCU,PNQ,2025-10-06T20:16:00,2025-10-06T20:21:00,2025-10-06T21:48:00,2025-10-06T21:51:00,completed,3,112
F879,A350,DEL,CCU,2025-10-05T09:44:00,,2025-10-05T12:16:00,,cancelled,,0
F442,B787,BLR,CCU,2025-10-05T10:47:00,2025-10-05T10:51:00,2025-10-05T13:31:00,2025-10-05T13:56:00,completed,25,172
F942,A350,BLR,CCU,2025-10-05T16:21:00,,2025-10-05T19:10:00,,cancelled,,0
F169,B737,CCU,GOI,2025-10-06T01:07:00,2025-10-06T01:20:00,2025-10-06T03:35:00,2025-10-06T03:41:00,completed,6,160
F724,B777,PNQ,MUM,2025-10-06T23:20:00,2025-10-06T23:22:00,2025-10-07T01:20:00,2025-10-07T01:54:00,completed,34,152
F863,A350,MUM,BLR,2025-10-06T21:39:00,2025-10-06T22:03:00,2025-10-06T23:28:00,2025-10-06T23:54:00,completed,26,142
F799,B737,PNQ,DEL,2025-10-06T10:10:00,2025-10-06T10:25:00,2025-10-06T12:50:00,2025-10-06T12:58:00,completed,8,171
F676,A350,DEL,HYD,2025-10-06T13:10:00,2025-10-06T13:15:00,2025-10-06T15:58:00,2025-10-06T16:29:00,completed,31,198
F976,A321,MUM,DEL,2025-10-07T02:02:00,2025-10-07T02:17:00,2025-10-07T04:37:00,2025-10-07T04:44:00,completed,7,176
F182,B777,MUM,PNQ,2025-10-05T10:34:00,2025-10-05T10:47:00,2025-10-05T12:38:00,2025-10-05T13:09:00,completed,31,170
F034,B737,MUM,CCU,2025-10-05T23:06:00,2025-10-05T23:28:00,2025-10-06T01:34:00,2025-10-06T02:09:00,completed,35,184
F037,B777,DEL,BLR,2025-10-06T15:40:00,,2025-10-06T17:20:00,,cancelled,,0
F471,B777,PNQ,MUM,2025-10-05T20:14:00,2025-10-05T20:19:00,2025-10-05T23:09:00,2025-10-05T23:33:00,completed,24,196
F454,A320,DEL,GOI,2025-10-06T10:34:00,2025-10-06T10:46:00,2025-10-06T12:54:00,2025-10-06T13:21:00,completed,27,157
F386,B777,DEL,CCU,2025-10-06T00:43:00,2025-10-06T00:57:00,2025-10-06T02:30:00,2025-10-06T02:33:00,completed,3,138
F323,A321,BLR,PNQ,2025-10-05T10:23:00,2025-10-05T10:25:00,2025-10-05T12:50:00,2025-10-05T13:24:00,completed,34,164
F461,B777,DEL,MUM,2025-10-05T11:50:00,2025-10-05T11:58:00,2025-10-05T13:51:00,2025-10-05T14:25:00,completed,34,132
F393,A350,PNQ,DEL,2025-10-06T10:58:00,2025-10-06T11:05:00,2025-10-06T12:43:00,2025-10-06T12:56:00,completed,13,152
F122,B787,HYD,DEL,2025-10-05T06:58:00,2025-10-05T07:05:00,2025-10-05T09:48:00,2025-10-05T09:58:00,completed,10,192
F441,B737,MUM,BLR,2025-10-06T00:06:00,2025-10-06T00:13:00,2025-10-06T01:47:00,2025-10-06T02:20:00,completed,33,137
F033,A321,DEL,CCU,2025-10-06T14:09:00,2025-10-06T14:21:00,2025-10-06T16:40:00,2025-10-06T16:43:00,completed,3,166
F783,A320,GOI,CCU,2025-10-05T14:42:00,2025-10-05T14:56:00,2025-10-05T17:11:00,2025-10-05T17:16:00,completed,5,186
F019,A350,PNQ,BLR,2025-10-06T17:49:00,,2025-10-06T20:26:00,,cancelled,,0
F560,B777,CCU,DEL,2025-10-05T05:47:00,,2025-10-05T08:39:00,,cancelled,,0
F554,A321,MUM,CCU,2025-10-06T21:19:00,2025-10-06T21:40:00,2025-10-06T23:50:00,2025-10-07T00:18:00,completed,28,167
F829,A321,DEL,MUM,2025-10-06T23:06:00,,2025-10-07T01:09:00,,cancelled,,0
F352,A321,GOI,CCU,2025-10-07T02:06:00,2025-10-07T02:25:00,2025-10-07T04:24:00,2025-10-07T04:42:00,completed,18,159
F556,B787,DEL,CCU,2025-10-06T14:19:00,,2025-10-06T16:03:00,,cancelled,,0
F268,B787,BLR,CCU,2025-10-06T05:58:00,2025-10-06T06:16:00,2025-10-06T07:33:00,2025-10-06T08:08:00,completed,35,118
F517,A320,BLR,HYD,2025-10-07T00:43:00,,2025-10-07T02:54:00,,cancelled,,0
F503,A320,BLR,HYD,2025-10-06T02:13:00,2025-10-06T02:35:00,2025-10-06T04:18:00,2025-10-06T04:24:00,completed,6,146
F882,A320,CCU,PNQ,2025-10-05T22:06:00,2025-10-05T22:21:00,2025-10-06T00:33:00,2025-10-06T00:42:00,completed,9,192
F678,A350,HYD,BLR,2025-10-06T20:00:00,,2025-10-06T21:46:00,,cancelled,,0
F301,B787,BLR,HYD,2025-10-06T22:57:00,2025-10-06T23:01:00,2025-10-07T00:55:00,2025-10-07T01:25:00,completed,30,135
F207,B787,GOI,PNQ,2025-10-07T03:47:00,2025-10-07T04:08:00,2025-10-07T06:24:00,2025-10-07T06:51:00,completed,27,193
F005,A350,MUM,DEL,2025-10-06T06:56:00,2025-10-06T07:07:00,2025-10-06T08:38:00,2025-10-06T08:54:00,completed,16,114
F812,B777,MUM,BLR,2025-10-06T20:25:00,2025-10-06T20:50:00,2025-10-06T23:22:00,2025-10-06T23:44:00,completed,22,183
F505,B737,DEL,CCU,2025-10-06T14:04:00,,2025-10-06T16:40:00,,cancelled,,0
F786,A320,BLR,HYD,2025-10-07T04:13:00,,2025-10-07T07:06:00,,cancelled,,0
F773,A350,DEL,MUM,2025-10-05T12:17:00,2025-10-05T12:41:00,2025-10-05T14:03:00,2025-10-05T14:20:00,completed,17,153
F770,A321,GOI,CCU,2025-10-05T15:47:00,2025-10-05T16:04:00,2025-10-05T17:57:00,2025-10-05T18:04:00,completed,7,148
F677,A321,HYD,PNQ,2025-10-06T06:24:00,,2025-10-06T08:40:00,,cancelled,,0
F079,A321,CCU,GOI,2025-10-05T06:50:00,2025-10-05T07:11:00,2025-10-05T09:10:00,2025-10-05T09:11:00,completed,1,151
F779,B737,HYD,DEL,2025-10-06T22:30:00,2025-10-06T22:42:00,2025-10-07T00:48:00,2025-10-07T01:22:00,completed,34,177
F099,A321,DEL,PNQ,2025-10-06T14:03:00,2025-10-06T14:27:00,2025-10-06T16:08:00,2025-10-06T16:41:00,completed,33,170
F639,B777,PNQ,CCU,2025-10-07T03:43:00,2025-10-07T04:02:00,2025-10-07T06:06:00,2025-10-07T06:12:00,completed,6,160
F637,A321,CCU,PNQ,2025-10-06T15:52:00,2025-10-06T16:13:00,2025-10-06T17:55:00,2025-10-06T18:16:00,completed,21,160
F311,B787,PNQ,MUM,2025-10-05T13:05:00,,2025-10-05T14:57:00,,cancelled,,0
F157,A320,GOI,MUM,2025-10-05T19:49:00,2025-10-05T19:56:00,2025-10-05T22:15:00,2025-10-05T22:38:00,completed,23,157
F335,B777,GOI,DEL,2025-10-06T16:46:00,2025-10-06T16:48:00,2025-10-06T18:20:00,2025-10-06T18:23:00,completed,3,105
F947,A321,HYD,MUM,2025-10-05T15:39:00,,2025-10-05T17:09:00,,cancelled,,0
F620,A320,PNQ,CCU,2025-10-06T20:31:00,2025-10-06T20:37:00,2025-10-06T22:52:00,2025-10-06T22:54:00,completed,2,182
F392,B737,MUM,PNQ,2025-10-07T01:37:00,2025-10-07T01:38:00,2025-10-07T03:38:00,2025-10-07T04:06:00,completed,28,145
F945,A321,CCU,PNQ,2025-10-05T07:22:00,2025-10-05T07:33:00,2025-10-05T10:17:00,2025-10-05T10:26:00,completed,9,200
F028,B787,CCU,GOI,2025-10-06T13:16:00,2025-10-06T13:41:00,2025-10-06T15:17:00,2025-10-06T15:43:00,completed,26,141
F695,B787,DEL,MUM,2025-10-06T16:57:00,2025-10-06T17:18:00,2025-10-06T18:48:00,2025-10-06T19:10:00,completed,22,140
F511,A320,HYD,DEL,2025-10-05T16:07:00,2025-10-05T16:13:00,2025-10-05T18:50:00,2025-10-05T19:04:00,completed,14,181
F070,B777,BLR,CCU,2025-10-06T22:49:00,2025-10-06T23:06:00,2025-10-07T01:23:00,2025-10-07T01:51:00,completed,28,169
F851,B787,CCU,MUM,2025-10-06T09:02:00,2025-10-06T09:03:00,2025-10-06T11:41:00,2025-10-06T11:43:00,completed,2,199
F055,A321,DEL,BLR,2025-10-07T02:03:00,2025-10-07T02:11:00,2025-10-07T03:57:00,2025-10-07T04:01:00,completed,4,140
F756,A321,CCU,BLR,2025-10-06T00:38:00,2025-10-06T01:03:00,2025-10-06T02:09:00,2025-10-06T02:16:00,completed,7,121
F102,A320,CCU,MUM,2025-10-06T13:02:00,2025-10-06T13:07:00,2025-10-06T15:33:00,2025-10-06T15:36:00,completed,3,172
F031,A321,HYD,BLR,2025-10-06T00:00:00,2025-10-06T00:02:00,2025-10-06T02:29:00,2025-10-06T02:57:00,completed,28,189
F138,B737,CCU,PNQ,2025-10-05T17:17:00,2025-10-05T17:36:00,2025-10-05T19:08:00,2025-10-05T19:32:00,completed,24,159
F644,A321,BLR,CCU,2025-10-05T20:52:00,2025-10-05T21:09:00,2025-10-05T22:32:00,2025-10-05T22:58:00,completed,26,126
F237,B787,PNQ,MUM,2025-10-06T22:58:00,2025-10-06T23:23:00,2025-10-07T01:23:00,2025-10-07T01:26:00,completed,3,154
F510,B737,CCU,GOI,2025-10-06T04:52:00,2025-10-06T05:00:00,2025-10-06T07:06:00,2025-10-06T07:11:00,completed,5,159
F502,B787,DEL,BLR,2025-10-06T13:26:00,,2025-10-06T15:30:00,,cancelled,,0
F257,B777,BLR,PNQ,2025-10-05T19:23:00,2025-10-05T19:43:00,2025-10-05T22:06:00,2025-10-05T22:07:00,completed,1,198
F915,A321,MUM,CCU,2025-10-06T12:18:00,2025-10-06T12:28:00,2025-10-06T14:41:00,2025-10-06T14:55:00,completed,14,167
F111,A320,CCU,BLR,2025-10-07T01:12:00,,2025-10-07T03:01:00,,cancelled,,0
F466,B777,DEL,MUM,2025-10-06T04:15:00,,2025-10-06T06:07:00,,cancelled,,0
F787,A321,GOI,PNQ,2025-10-05T13:26:00,2025-10-05T13:40:00,2025-10-05T15:07:00,2025-10-05T15:30:00,completed,23,116
F151,A350,CCU,DEL,2025-10-06T12:02:00,2025-10-06T12:23:00,2025-10-06T14:19:00,2025-10-06T14:35:00,completed,16,180
F909,A320,GOI,DEL,2025-10-06T17:41:00,2025-10-06T17:41:00,2025-10-06T19:33:00,2025-10-06T20:04:00,completed,31,153
F524,A350,GOI,DEL,2025-10-05T20:10:00,2025-10-05T20:19:00,2025-10-05T22:25:00,2025-10-05T22:51:00,completed,26,162
F497,B777,HYD,DEL,2025-10-07T04:48:00,2025-10-07T05:13:00,2025-10-07T07:37:00,2025-10-07T08:03:00,completed,26,179
F415,A321,BLR,PNQ,2025-10-05T10:45:00,2025-10-05T11:04:00,2025-10-05T12:46:00,2025-10-05T13:04:00,completed,18,130
F618,B777,MUM,BLR,2025-10-07T01:04:00,2025-10-07T01:12:00,2025-10-07T03:51:00,2025-10-07T03:59:00,completed,8,204
F683,B787,BLR,HYD,2025-10-06T05:38:00,2025-10-06T06:03:00,2025-10-06T07:54:00,2025-10-06T08:10:00,completed,16,164
F948,B777,CCU,MUM,2025-10-07T01:11:00,2025-10-07T01:20:00,2025-10-07T04:11:00,2025-10-07T04:20:00,completed,9,218
F365,B777,DEL,PNQ,2025-10-06T18:33:00,,2025-10-06T20:06:00,,cancelled,,0
F410,B737,MUM,PNQ,2025-10-05T11:59:00,2025-10-05T12:08:00,2025-10-05T13:42:00,2025-10-05T13:50:00,completed,8,137
F660,A321,HYD,CCU,2025-10-06T20:14:00,2025-10-06T20:27:00,2025-10-06T21:44:00,2025-10-06T22:16:00,completed,32,107
F821,B777,PNQ,MUM,2025-10-07T00:36:00,2025-10-07T00:42:00,2025-10-07T02:32:00,2025-10-07T02:50:00,completed,18,141
F809,A321,DEL,HYD,2025-10-06T04:04:00,2025-10-06T04:19:00,2025-10-06T07:00:00,2025-10-06T07:02:00,completed,2,186
F775,B787,PNQ,HYD,2025-10-05T14:09:00,2025-10-05T14:24:00,2025-10-05T16:43:00,2025-10-05T17:06:00,completed,23,170
F280,B787,DEL,GOI,2025-10-05T19:09:00,2025-10-05T19:30:00,2025-10-05T21:50:00,2025-10-05T22:20:00,completed,30,198
F608,B787,PNQ,GOI,2025-10-07T01:13:00,,2025-10-07T03:30:00,,cancelled,,0
F596,B787,BLR,CCU,2025-10-05T21:24:00,2025-10-05T21:43:00,2025-10-06T00:16:00,2025-10-06T00:31:00,completed,15,177
F785,A320,DEL,CCU,2025-10-06T21:17:00,,2025-10-06T23:12:00,,cancelled,,0
F731,A320,DEL,GOI,2025-10-05T11:37:00,2025-10-05T11:54:00,2025-10-05T13:19:00,2025-10-05T13:43:00,completed,24,124
F784,A320,DEL,GOI,2025-10-07T04:31:00,2025-10-07T04:44:00,2025-10-07T07:10:00,2025-10-07T07:30:00,completed,20,191
F286,B737,GOI,MUM,2025-10-06T13:42:00,2025-10-06T13:59:00,2025-10-06T15:39:00,2025-10-06T15:56:00,completed,17,160
F512,B787,DEL,HYD,2025-10-07T01:28:00,2025-10-07T01:52:00,2025-10-07T03:50:00,2025-10-07T03:50:00,completed,0,178
F743,B737,DEL,CCU,2025-10-07T04:04:00,2025-10-07T04:07:00,2025-10-07T07:03:00,2025-10-07T07:22:00,completed,19,183
F487,B737,GOI,MUM,2025-10-05T11:13:00,2025-10-05T11:18:00,2025-10-05T14:05:00,2025-10-05T14:28:00,completed,23,199
F859,B737,MUM,BLR,2025-10-06T15:30:00,,2025-10-06T17:09:00,,cancelled,,0
F239,A321,PNQ,CCU,2025-10-07T03:17:00,2025-10-07T03:19:00,2025-10-07T05:43:00,2025-10-07T05:58:00,completed,15,174
F126,A320,BLR,CCU,2025-10-06T04:12:00,2025-10-06T04:12:00,2025-10-06T06:46:00,2025-10-06T07:04:00,completed,18,178
F414,A321,PNQ,DEL,2025-10-06T21:14:00,2025-10-06T21:27:00,2025-10-06T23:33:00,2025-10-06T23:53:00,completed,20,153
F865,B787,BLR,DEL,2025-10-05T08:35:00,2025-10-05T08:50:00,2025-10-05T10:26:00,2025-10-05T10:45:00,completed,19,150
F610,B777,MUM,HYD,2025-10-05T19:20:00,2025-10-05T19:40:00,2025-10-05T21:34:00,2025-10-05T22:06:00,completed,32,150
F206,B777,GOI,DEL,2025-10-06T02:08:00,2025-10-06T02:33:00,2025-10-06T04:49:00,2025-10-06T05:10:00,completed,21,173
F347,A350,MUM,BLR,2025-10-06T21:04:00,2025-10-06T21:26:00,2025-10-06T22:52:00,2025-10-06T23:17:00,completed,25,121
F204,B777,GOI,HYD,2025-10-06T00:23:00,2025-10-06T00:44:00,2025-10-06T02:25:00,2025-10-06T02:34:00,completed,9,151
F373,A350,MUM,CCU,2025-10-05T12:08:00,2025-10-05T12:10:00,2025-10-05T14:15:00,2025-10-05T14:22:00,completed,7,143
F067,B737,GOI,CCU,2025-10-05T18:16:00,2025-10-05T18:28:00,2025-10-05T21:15:00,2025-10-05T21:30:00,completed,15,190
F173,B787,GOI,MUM,2025-10-05T13:52:00,2025-10-05T14:09:00,2025-10-05T16:33:00,2025-10-05T17:08:00,completed,35,186
F914,A350,BLR,MUM,2025-10-06T03:55:00,2025-10-06T04:13:00,2025-10-06T05:41:00,2025-10-06T05:44:00,completed,3,132
F760,A350,MUM,CCU,2025-10-07T01:41:00,2025-10-07T02:02:00,2025-10-07T03:12:00,2025-10-07T03:29:00,completed,17,125
F105,A320,CCU,HYD,2025-10-06T22:23:00,2025-10-06T22:30:00,2025-10-07T01:09:00,2025-10-07T01:42:00,completed,33,193
F605,A320,GOI,DEL,2025-10-06T05:25:00,2025-10-06T05:50:00,2025-10-06T07:59:00,2025-10-06T08:18:00,completed,19,197
F712,B787,DEL,CCU,2025-10-06T07:33:00,,2025-10-06T10:30:00,,cancelled,,0
F411,A321,GOI,PNQ,2025-10-05T14:45:00,2025-10-05T14:45:00,2025-10-05T16:23:00,2025-10-05T16:33:00,completed,10,136
F405,A321,HYD,CCU,2025-10-05T05:02:00,2025-10-05T05:24:00,2025-10-05T07:26:00,2025-10-05T07:34:00,completed,8,169
F147,A350,BLR,PNQ,2025-10-06T09:21:00,2025-10-06T09:46:00,2025-10-06T11:13:00,2025-10-06T11:47:00,completed,34,144
F123,B777,MUM,GOI,2025-10-06T08:51:00,2025-10-06T08:54:00,2025-10-06T10:32:00,2025-10-06T11:01:00,completed,29,118
F088,A320,PNQ,CCU,2025-10-05T07:48:00,2025-10-05T08:09:00,2025-10-05T10:02:00,2025-10-05T10:25:00,completed,23,145
F693,B737,CCU,DEL,2025-10-05T06:47:00,2025-10-05T06:49:00,2025-10-05T09:07:00,2025-10-05T09:13:00,completed,6,162
F675,B737,CCU,DEL,2025-10-06T03:12:00,2025-10-06T03:20:00,2025-10-06T05:28:00,2025-10-06T05:39:00,completed,11,177
F536,A350,BLR,CCU,2025-10-06T16:31:00,2025-10-06T16:44:00,2025-10-06T19:17:00,2025-10-06T19:25:00,completed,8,190
F449,A320,GOI,MUM,2025-10-05T22:45:00,2025-10-05T22:57:00,2025-10-06T00:37:00,2025-10-06T01:05:00,completed,28,156
F406,A321,PNQ,MUM,2025-10-05T11:22:00,2025-10-05T11:24:00,2025-10-05T14:15:00,2025-10-05T14:38:00,completed,23,186
F108,A321,CCU,DEL,2025-10-05T15:41:00,2025-10-05T16:03:00,2025-10-05T17:11:00,2025-10-05T17:41:00,completed,30,119
F689,A321,BLR,MUM,2025-10-06T02:24:00,2025-10-06T02:46:00,2025-10-06T04:34:00,2025-10-06T04:51:00,completed,17,175
F504,A321,BLR,PNQ,2025-10-06T11:14:00,2025-10-06T11:27:00,2025-10-06T13:25:00,2025-10-06T13:30:00,completed,5,150
F691,A321,DEL,BLR,2025-10-05T13:32:00,2025-10-05T13:55:00,2025-10-05T15:32:00,2025-10-05T15:37:00,completed,5,141
F014,B737,BLR,MUM,2025-10-05T14:26:00,2025-10-05T14:50:00,2025-10-05T17:01:00,2025-10-05T17:04:00,completed,3,166
F184,B787,GOI,CCU,2025-10-06T14:13:00,2025-10-06T14:14:00,2025-10-06T16:50:00,2025-10-06T17:04:00,completed,14,186
F377,B787,DEL,GOI,2025-10-05T16:54:00,2025-10-05T17:11:00,2025-10-05T19:34:00,2025-10-05T20:01:00,completed,27,193
F696,B737,HYD,GOI,2025-10-05T23:35:00,2025-10-05T23:57:00,2025-10-06T02:15:00,2025-10-06T02:49:00,completed,34,175
F488,A350,DEL,CCU,2025-10-05T08:02:00,2025-10-05T08:10:00,2025-10-05T10:05:00,2025-10-05T10:19:00,completed,14,148
F822,B777,BLR,CCU,2025-10-07T02:48:00,2025-10-07T02:53:00,2025-10-07T04:33:00,2025-10-07T04:50:00,completed,17,122
F962,B737,GOI,PNQ,2025-10-05T21:42:00,2025-10-05T21:50:00,2025-10-05T23:15:00,2025-10-05T23:46:00,completed,31,108
F917,B737,PNQ,CCU,2025-10-06T14:23:00,2025-10-06T14:37:00,2025-10-06T16:20:00,2025-10-06T16:37:00,completed,17,125
F072,B737,GOI,BLR,2025-10-05T23:44:00,2025-10-05T23:53:00,2025-10-06T02:10:00,2025-10-06T02:25:00,completed,15,168
F878,A350,DEL,BLR,2025-10-05T23:55:00,2025-10-06T00:05:00,2025-10-06T01:32:00,2025-10-06T01:35:00,completed,3,123
F194,A320,DEL,HYD,2025-10-05T18:28:00,2025-10-05T18:52:00,2025-10-05T20:20:00,2025-10-05T20:24:00,completed,4,132
F439,B777,BLR,PNQ,2025-10-07T04:20:00,,2025-10-07T05:51:00,,cancelled,,0
F876,A321,HYD,PNQ,2025-10-07T01:13:00,2025-10-07T01:18:00,2025-10-07T03:55:00,2025-10-07T04:02:00,completed,7,177
F298,A321,HYD,MUM,2025-10-05T21:56:00,2025-10-05T22:03:00,2025-10-05T23:26:00,2025-10-05T23:54:00,completed,28,118
F943,B787,CCU,MUM,2025-10-05T17:26:00,2025-10-05T17:48:00,2025-10-05T19:18:00,2025-10-05T19:27:00,completed,9,131
F568,A320,PNQ,GOI,2025-10-05T20:08:00,2025-10-05T20:28:00,2025-10-05T21:38:00,2025-10-05T21:56:00,completed,18,136
F232,A350,PNQ,DEL,2025-10-07T01:45:00,2025-10-07T02:10:00,2025-10-07T03:57:00,2025-10-07T04:20:00,completed,23,166
F455,A350,DEL,MUM,2025-10-05T23:46:00,2025-10-05T23:50:00,2025-10-06T01:51:00,2025-10-06T01:53:00,completed,2,172
F862,B787,DEL,CCU,2025-10-05T17:20:00,,2025-10-05T19:57:00,,cancelled,,0
F704,B787,GOI,CCU,2025-10-05T23:21:00,2025-10-05T23:23:00,2025-10-06T01:43:00,2025-10-06T01:54:00,completed,11,156
F320,B787,GOI,HYD,2025-10-06T16:48:00,2025-10-06T17:01:00,2025-10-06T18:58:00,2025-10-06T19:07:00,completed,9,156
F754,B737,CCU,BLR,2025-10-06T11:04:00,,2025-10-06T12:39:00,,cancelled,,0
F615,A321,CCU,GOI,2025-10-06T05:52:00,,2025-10-06T08:02:00,,cancelled,,0
F468,A350,MUM,HYD,2025-10-07T02:12:00,2025-10-07T02:22:00,2025-10-07T04:32:00,2025-10-07T04:51:00,completed,19,166
F291,A350,GOI,DEL,2025-10-05T11:06:00,2025-10-05T11:23:00,2025-10-05T13:59:00,2025-10-05T14:01:00,completed,2,187
F395,A321,PNQ,DEL,2025-10-06T19:55:00,2025-10-06T20:14:00,2025-10-06T22:09:00,2025-10-06T22:43:00,completed,34,151
F119,B737,MUM,HYD,2025-10-05T22:13:00,2025-10-05T22:37:00,2025-10-06T00:24:00,2025-10-06T00:49:00,completed,25,170
F506,A320,CCU,BLR,2025-10-05T09:28:00,2025-10-05T09:40:00,2025-10-05T11:37:00,2025-10-05T11:45:00,completed,8,169
F336,B737,DEL,PNQ,2025-10-05T20:47:00,2025-10-05T20:47:00,2025-10-05T22:25:00,2025-10-05T22:38:00,completed,13,140
F085,B787,BLR,HYD,2025-10-05T16:27:00,2025-10-05T16:50:00,2025-10-05T19:14:00,2025-10-05T19:21:00,completed,7,180
F042,B777,DEL,GOI,2025-10-05T23:06:00,,2025-10-06T00:52:00,,cancelled,,0
F740,A320,PNQ,GOI,2025-10-05T23:50:00,2025-10-06T00:08:00,2025-10-06T02:30:00,2025-10-06T02:39:00,completed,9,170
F571,B737,DEL,CCU,2025-10-05T18:00:00,2025-10-05T18:13:00,2025-10-05T20:13:00,2025-10-05T20:15:00,completed,2,180
F296,A320,GOI,MUM,2025-10-06T01:08:00,2025-10-06T01:14:00,2025-10-06T03:50:00,2025-10-06T04:01:00,completed,11,205
F722,B777,PNQ,CCU,2025-10-05T15:56:00,2025-10-05T16:10:00,2025-10-05T17:34:00,2025-10-05T17:52:00,completed,18,124
F370,B787,GOI,MUM,2025-10-05T16:21:00,2025-10-05T16:39:00,2025-10-05T19:13:00,2025-10-05T19:38:00,completed,25,196
F781,B777,HYD,PNQ,2025-10-05T07:40:00,2025-10-05T08:04:00,2025-10-05T10:21:00,2025-10-05T10:24:00,completed,3,177
F508,A320,BLR,PNQ,2025-10-05T18:35:00,2025-10-05T18:49:00,2025-10-05T20:40:00,2025-10-05T21:12:00,completed,32,158
F140,A350,GOI,DEL,2025-10-06T12:45:00,2025-10-06T12:50:00,2025-10-06T14:51:00,2025-10-06T14:55:00,completed,4,161
F533,B737,HYD,DEL,2025-10-05T07:34:00,2025-10-05T07:45:00,2025-10-05T10:12:00,2025-10-05T10:12:00,completed,0,182
F113,A320,HYD,PNQ,2025-10-06T01:45:00,2025-10-06T01:53:00,2025-10-06T04:44:00,2025-10-06T05:16:00,completed,32,215
F478,B737,HYD,MUM,2025-10-06T18:16:00,2025-10-06T18:31:00,2025-10-06T20:34:00,2025-10-06T20:48:00,completed,14,154
F127,B777,CCU,PNQ,2025-10-06T14:25:00,2025-10-06T14:40:00,2025-10-06T16:14:00,2025-10-06T16:36:00,completed,22,139
F322,A320,CCU,HYD,2025-10-06T09:26:00,2025-10-06T09:38:00,2025-10-06T12:07:00,2025-10-06T12:22:00,completed,15,181
F780,B787,GOI,DEL,2025-10-06T16:32:00,2025-10-06T16:33:00,2025-10-06T18:15:00,2025-10-06T18:30:00,completed,15,146
F116,B777,MUM,BLR,2025-10-06T13:07:00,2025-10-06T13:15:00,2025-10-06T15:43:00,2025-10-06T15:54:00,completed,11,197
F418,A320,BLR,HYD,2025-10-05T14:00:00,,2025-10-05T16:19:00,,cancelled,,0
F234,B737,GOI,HYD,2025-10-06T06:04:00,2025-10-06T06:06:00,2025-10-06T08:40:00,2025-10-06T09:07:00,completed,27,165
F527,A320,HYD,BLR,2025-10-06T15:09:00,,2025-10-06T16:54:00,,cancelled,,0
F220,A321,MUM,HYD,2025-10-06T13:15:00,2025-10-06T13:39:00,2025-10-06T16:14:00,2025-10-06T16:44:00,completed,30,209
F435,A321,PNQ,CCU,2025-10-05T08:08:00,2025-10-05T08:22:00,2025-10-05T10:29:00,2025-10-05T10:47:00,completed,18,166
F389,A321,MUM,GOI,2025-10-05T07:06:00,2025-10-05T07:14:00,2025-10-05T09:04:00,2025-10-05T09:18:00,completed,14,160
F364,A321,BLR,CCU,2025-10-06T00:08:00,2025-10-06T00:26:00,2025-10-06T02:28:00,2025-10-06T02:40:00,completed,12,183
F855,A350,CCU,DEL,2025-10-06T04:27:00,2025-10-06T04:42:00,2025-10-06T07:05:00,2025-10-06T07:34:00,completed,29,194
F186,A321,PNQ,MUM,2025-10-06T00:45:00,2025-10-06T01:00:00,2025-10-06T02:56:00,2025-10-06T03:23:00,completed,27,149
